C,nitrouswhore,"A [nitro us oxide ] user who displays the characteristic addictive behavior reminiscent of crack cocaine . Given the brevity of its effects , a nitro us whore will go at lengths to consume or purchase more nitro us , which is all the more amusing given it 's relatively non-addictive properties . A facetious adaptation of the term [crack whore] . ",d
C,note,"A term used for a person purchasing illegal substances such as crack , weed , heroin , cocaine etc . ",d
C,number7,Adding heroin to cocaine before cooking it in a spoon with baking soda so it binds together into one rock . ,d
C,ontheshit,"To be addicted to or regularly using heavy drugs . Usually associated with cocaine or crack , but can also refer to heroin , meth , speed or other various 'hard ' drugs ",d
C,oxyball,"when one snorts a line of Oxycontin mixed with cocaine . ; ; Oxycontin is a synthetic heroine that also acts upon the opiate receptors in the brain . The name is derived from speed ball , a mixture of heroine and cocaine , and mimics the same effects . Caffeine is sometimes used in place of cocaine either with crushed pills or a simple espresso drink . ; ; some heavier users prefer the oddball to the speed ball because the drugs get out of the system quicker . ; ; conversely , oddballs can be considered a 'gateway drug ' to speed balls , as the user feels he is not resorting to needles yet . ",d
C,phead,"' P ' is short for 'pure ' , and pure ; ; is short for pure methamphetamine , ; ; which is a movable form of speed . ; ; in new Zealand it is hard to get cocaine ; ; so people do speed instead . When people ; ; get hooked on 'p ' they become a ; ; 'p head ' . ; ; it 's the next level below the 'crack head ' ",d
C,packer,"One who ingests a balloon or condemn filled with cocaine or heroin in attempt to smuggle it past airport security , k9 's etc . ",d
C,pill,"Short for pillgwenlly , a suburb of Newport , south wales . A sunny part of the city where crack cocaine is easily available to many respectable people who are issued free money on a fortnightly basis . ",n
C,portsmouth,"City located in the south-eastern Virginia , world renown for its pungent odor . Due to its proximity , the smell likely originated in [ Hampton ] and has taken root in Portsmouth . ; ; Portsmouth city motto boasts , ; ; 'at least we do n't live in Hampton . ' ; ; Portsmouth residents have an average per capital income of $ 6000 a year , and most of that goes towards the purchase of crack cocaine . ",n
C,primoes,"To roll nicotine and crack cocaine in rolling papers , a step lower than smoking the crack pipe , a waste of money , ",d
C,psssh-er,"Someone who sells hard drugs ( cocaine , crack , LSD , heroin , etc ) in Amsterdam . They got the name because if people walk past them they say 'pass ' which basic means : 'hey do you wanna score some drugs ? ' ",d
C,rabia,"Arabia : better known as 'the Arabia ! ! ! ' was officially defined in may 2007 as a coffee drink consisting of coffee ! Extra Carmen ! express shots ! ! Served extra extra host ! ! Just like the Arabia ! ! Corresponding with the person named Arabia ... this drink known as the Arabia ! ! ! Is amaazzzzing and requires great respect , care and love ! ! ! This heaven on earth is a delight so you gotta love the Arabia ! ! ! ! This drink will wake you up and if you drink it in the morning its like crack cocaine juice ! . And if you drive on the highway while falling asleep at the wheel , you will die ... so that 's why you need this drink to wake your bitch ass up . this is what the holy grail contains , the Arabia . ; ; p.s . this drink is best obtained along with a delicious express brownie ; ; you rock Arabia ! ! ! ! ",n
C,ridgefield,"A beautiful town , probably the most beautiful town in all the luxurious [airfield county] . Its charming main street is lined with a plethora of clothing boutiques , restaurants of fine dining , pricey jewelry stores , glamorous flower shops , expensive hair salons , expensive toy stores , and fine wine shops . If you cannot already tell , this town and all of its people ( even the ridge field 'poor ') are extremely wealthy in comparison with the rest of the country as well as ct 's seven other counties . This wealth is evident everywhere you look . It is especially evident in the houses as well as in the people . Many of the houses are old colonial homes or either newly built custom-designed multi-million dollar mansions . The people also carry around an air of pretension , though a majority of ridge field 's residents are welcoming . Since the children have a lot of money ( both from their parents and jobs they are forced to get to learn responsibility ) they are able to afford pricey drugs such as heroin and cocaine , as well as a wide assortment of alcoholic beverages . Though this is a problem , as [airfield county ] is the nation 's county with the highest drug and alcohol consumption , it can be overlooked by the great achievements made by the town 's students . Some achievements are that a good percentage of the high school seniors each year are accepted and sent off to ivy league schools , anything lower than a 1300 on the says is considered terrible , and many state championships are won , especially in soccer , hockey , lacrosse , cross-country and skiing . But this is obviously because the parents can afford expensive private tutors for both academics and athletics . Oh and every next person drives a jeep , it 's a fact of life ! ",n
C,rockhouse,"A house ( apartment , etc. ) , that sell rock or crack cocaine . A crack house . ",d
C,rockpipe,A rock pipe is a glass pipe used to smoke the pure movable form of cocaine also known as crack ,d
C,rockstarpartying,"also , known as 'partying like a rock star ' ; ; rock star partying is getting belligerent-wasted in a hotel room with liquor , cocaine , pot , heroin and any other drug imaginable . rock star parties have sex [rock star style ] ",n
C,sammad,"Ahmad : best known as 'the samma-lalalalalalala' was officially defined in September 2001 as a coffee drink consisting of coffee , extra Carmen express shots . Served extremely super extra host ! ! Just like the samma-lalalalalalala ! ! Corresponding with the person named Ahmad ... this drink known as the samma-lalalalalalala is truly the most amazing and requires great amounts of love , friendship trust and respect ! This heaven on earth is a delight so you gotta love the samma-lalalalalalala ! ! ! ! This drink will wake you up and if you drink it in the morning its like crack cocaine explosion juice ! . And if you are driving on an airplane and falling asleep at the wheel , you will die ... so that 's why you need this drink to wake your bitch ass up ! This is what the holy grail contains , the samma-lalalalalalala . ; ; p.s . this drink is best served with express hand grenades ; ; you rock Ahmad ! ! ! ! ",n
C,sanfernandovalley,"The San Fernando valley is one of the most diverse areas in the world . It is the northern section of Los angels , north of the Hollywood hills . Much of the valley is within Los angels city proper , but some independent cities include San Fernando , Glendale , Burbank , and calabash . ; ; for all you motherfuckers who have n't been here , stop defining it . the valley is not all rich girls who spend daddy 's money . In fact , there is a huge ghetto here , encompassing a lot of the northeastern portion of the area , including the neighborhoods of area , panorama city , van buys , Tacoma , and parts of north Hollywood . ; ; Hollywood is not in the valley , but ' Hollywood ' is . most of the major studios are here , including Warner brothers , CBS , Disney , NBC , ABC , universal and much more . In fact the actual district of Hollywood only has paramount and the award show theaters . ; ; the valley is also the porn capital of the world . Many porn studios are in the southern area , in places like studio city and Sherman oaks . It is common to see a billboard for a strip club right next to an elementary school as well . ; ; there are more drugs in this area than there are in the cut or BBC . Fact is , even the rich kids do drugs . It is common to have done pot , ecstasy , cocaine , and heroin by the time they graduate high school . ; ; [scene kids ] also populate the valley . It is common to see a 14-year-old girl with three different hair colors and a mass of extensions walking down venture boulevard ( a major shopping street ) smoking a cigarette . And no one seems to care . ; ; the area code of the valley is 818 . On [MySpace] , a valley kid is likely to put 818 somewhere on their profile . There is an immense pride for the valley . ; ; bottom line , the valley is more than you think . ",n
C,shanker,A person who is addicted to crack cocaine ,d
C,slack-a-lack-jack,"Slack-a-lack-jack ; ; means , roughly , 'please endeavor to give me the personal space that I desire while I 'm buying , selling , distributing , or using crack cocaine . ' old phoenix ( AZ ) slang . ",d
C,slangin'rocks,Selling cocaine or crack but slain' alone means just 2 sells any other illegal drug ,d
C,slappyjobe,"An illegal sandwich disguised as a sloppy Joe , containing urine , cocaine , heroin , joysticks , and boom-bam-slam-jams . ",d
C,slingingrock,Selling crack cocaine ,d
C,smokers,Crack cocaine addict ,d
C,snowbaby,A snow baby is a child born to a mother/father who was abusing either heroin or cocaine/crack/freebase at the time of its development in the womb/birth . ,d
C,spaceball,"phencyclidine ( [PCP] ) used on [crack ] cocaine . Space balls will fuck up yo day . Rarely seen , because most of the population thinks the experience is horrible , dangerous , and terrifying , and a good crack head thinks it 's a waste of [cook up ] . ",d
C,speedballing,"Mixing either heroin and cocaine or heroin and crack cocaine . Usually injected , but sometimes the cocaine is [snorted ] and the heroin [injected] . ",d
C,steeb,"A loser who thinks they are the shit , dressed down with sagging pants , a high need for a belt , too much gold to make the national reserve jealous , and an attitude that stems from not having parents who knew how to refrain from the use of crack cocaine . ",n
C,stinkberry,"Bastardization of [pink berry ] by haters , who do n't understand why this l.a.-based chain has developed such an inexplicably large cult following . Addicts have compared its tart , low-fat frozen yogurt to crack cocaine , while others argue that it 's not really yogurt . ",n
C,streetcred,"A series of points you gain within the 12-30 [black ] year old community in order to gain respect : ; ; 5 point - born black ; ; 5 point - born in a single parent home ; ; 10 points - born poor ; ; 50 points - sold 'hard ' [drugs ] . Crack , cocaine , heroin ; ; 65 points - been shot and survived ; ; 75 points - been shot multiple times and survived ; ; 70 points - gang member of crops or bloods ; ; 65 points - been to prison ; ; 40 points - been to jail ; ; 20 points - have at least 10 tattoos ; ; 20 points - kicked out of high school or dropped out ; ; 20 points - 16 years old and have a baby mama ; ; -75 points - born rich ; ; -50 points - speak proper English ; ; -60 points - have white friends ; ; -5 points - born white ; ; -95 points - born in a safe neighborhood ; ; -100 points - no criminal record ; ; -40 points - live with both parents ; ; -35 points - smile when someone takes your photo ; ; -60 points - straight a student ; ; -2000 points - born in Utah , Maine , new Hampshire , Montana or Arizona . ",n
C,suckstobeyou,"Definition : ; ; generally directed at someone who is broke all the time , worried all the time , not able to have fun , or else wise and the speaker has a sorta empathy ; ; background : ; ; prevalence showed up in the mid-eighties during the cocaine and heroin crazy . ",n
C,tarahosek,"Pronounced like 'tero-asack ' . Slang term used in the Chicagoan suburbs , and sometimes Florida , which means a girl (usually a now-ugly ex stripper ) who does sexual favors for people (especially fat kids ) in exchange for heroin , although sometimes it may be other drugs such as crack-cocaine , but is mainly for heroin . Girls like this usually show signs of being a whore ... for example a pierced clit . When dealing with a tarahosek , one must be extremely careful because these girls will usually have nasty std 's which they do n't mind spreading because all they typically care about is getting their 'fix ' . ",n
C,teadums,A name for sweet ass gangsters with loads of cash and crack . Usually has tons of bling and drives expensive sports cars . Occasionally does big cocaine deals and chills with g 's . Known for exceptional skill at betting on dog fights . Is pimp . ,n
C,terry'slaw.,"Terry 's law ; ; based on Goodwin 's law which states that : 'as an online discussion grows longer , the probability of a comparison involving Nazis or Hitler approaches one . ' ; ; this adage shows that when an online discussion about the legalization of certain drugs is created , it is inevitable that someone will instantly pipe in and state how it is really unfair that alcohol , tobacco and caffeine are legal , while cannabis , cocaine and heroin are still illegal in most places . ; ; after a certain amount of time , the discussion becomes cyclical and utterly pointless , with both sides being completely unmoved by the argument put forward by the opposing side . ; ; many will argue that prohibition has been proven to fail and point OT the rise of criminal gangs in early 20th century united states of America , through illegal distillation and distribution of alcohol , coupled with speakeasies . ; ; the other side will often point out that the prohibition of many recreational drugs is in the interest of the safety of the majority of the population . ; ; basically , and again in a similar vein to Goodwin 's law , this law states that the first person to argue for the legalization of certain [[recreational drugs ] ] by using alcohol , tobacco or caffeine as a reference point instantly loses the argument . ",n
C,tizik,Condition that a person finds them self in after many days of doing cocaine (usually crack ) . Subject becomes twitchy and also makes strange humming type sounds which they are unable to control . ,d
C,tocracco,"A mixture of rolling tobacco and crack cocaine , usually rolled and smoked like a joint or cigarette . ",d
C,tommys,world-famous ( to la ) chili fries and burgers . Smells like armpit but addictive as crack cocaine . ,n
C,tracks,"n . - needle marks caused by iv drug use ; ; n . - a portion of drugs , usually a $ 10-20 vial of crack cocaine or heroin . Likely derived from the practice of splitting an ounce ( [brick] ) of cocaine into 8 portions ( [eighth ] or [8 ball] ) , much like an album has around 8 or so songs , or tracks . ; ; n . street or streets where prostitutes stroll , looking for customers ",d
C,uncleroy,"' Uncle ' Roy Washington ; ; a favorite character created by the users of now dead dysfunctional family circus . ; ; uncle Roy was described as oil Keynes black , homosexual lover who frequently sells and abuses drugs , including cocaine , crack and prescription pills . He was believed to be a namely member who molested the children , impregnated dolly and performed acts of bestiality . ",n
C,westplano,"The most bad ass part of Texas . Plano west 's girls are the hottest and dress better than anyone else - a direct correlation to the high income level . Some of the richest kids are snobby , but most kids just ... ya I guess everyone 's a title snobby . Cocaine use is rampant , yet another reason why the girls look so good ( they 're all tiny ) , and contrary to common belief heroine is and has been completely outta the picture for years . sky vodka and keystone light are the party beverages of choice ... i dunno why we drink the cheap beer when everyone has too much money , but keystone is always what seems to be around . I 'm a west Plano resident myself so this is a pretty accurate portrayal of the perfection that is the west side of Plano . ",n
C,whitechedda,Money made by the buying and selling of cocaine and/or crack . ,d
C,wildcowboys,"The wild cowboys were the most notorious drug dealing gang in the history of new York city , as far as sheer numbers of crack they dealt . They were started by the sepulveda brothers , Lenny and nelson , during the time they attended George Washington h .s . in Washington heights . ; ; eventually , the wild cowboys rose to the top of the crack game and controlled entire blocks in Washington heights and the south Bronx . They virtually owned buildings in the south Bronx , near st Anna park , and in Washington heights , mainly in the w . 170 's between Broadway and Amsterdam , then the epicenter of cocaine in all the USA . Besides making millions a week in sales of crack and cocaine , they were ruthless in dealings both personal and business . ; ; they were known to intimidate and kill with ease anybody who opposed them or who would speak out against them . The nypd combined with the DEA spent many years trying to bring them down , and eventually were successful in doing so . at one time you could n't walk down a street in Washington heights or the south Bronx without feeling their impact . ; ; there are at least 2 books written about the lesser known gang , at least in comparison with gangs like the Latin kings and the bloods . Wild cowboys were n't about race , even though the majority of them were Dominican or Hispanic , they were strictly about power and control . The best book on them is a book called 'wild cowboys ' which chronicles their rise to notoriety . It can be found on amazon.com and if you want to read about real life 'kings of new York ' this is a good example . ",n
C,winniebago,"Winnebago by definition is American motor home . But in [goldfrapp ] 's song however , I believe they talk about drugs . The song goes : ; ; 'now take me dancing ; ; at the disco ; ; where you buy your ; ; Winnebago ; ; i wanna ride on a white horse ' ; ; so it might be interpreted as : take me dancing ( dance as having fun ) , at the disco ( at a place , space ) , where you buy your 'ride ' ( since u 'd buy a car in a motor home it can be a metaphor ) , i wanna ride on a white horse ( that 's her choice of 'a ride'-of a drug ) ; ; I 'd guess it 's cocaine because of 'white ' , but heroin is sometimes referred as horse , especially in Europe , so it might be heroin . ; ; later the song goes : ; ; in the whirlpool ; ; we 'll go deeper ; ; in this world that 's ; ; getting cheaper ; ; i wanna ride on a white horse ; ; so it makes sense . ",n
C,woolie,Marijuana and heroin combination ; marijuana and crack cocaine combination ,d
C,work,1 . Crack cocaine ; ; 2. Acid or LSD ; ; 3. A place where you are paid for your time and effort ; ; 4 . lower class people who do things like clean a rich persons house or mow their lawn ,d
C,yak,"Crack , as in crack cocaine , slang used by dealers ",d
C,zoohouse,"A place to purchase , and smoke , crack cocaine . The drug users that live there are called the animals of the zoo house . They live like animals , where they relive themselves in the same place they sleep. The zoo house is unclean , unsafe , and maybe be hazardous to your health . The zoo house is run by the [zoo keeper] . ",d
C,zookeeper,"The person who runs a [zoo house] . This person is responsible for supplying the animals of the [zoo house] . The zoo keeper , will usually sell [crack ] cocaine , and provide a place to smoke it . ",d
